Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,Value,Level
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IT,Activity,Production of electricity by solar photovoltaic,1.5562862920390406,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IT,Activity,Production of electricity by solar thermal,11375007.049632194,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IT,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IT,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IT,Activity,Production of electricity nec,1.6012256211142482,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by coal,5.705935690091193,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by gas,0.00031375368165624984,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by nuclear,0.00021255567562701244,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by hydro,0.0012090446630490942,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by wind,5.29042839763737,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by petroleum and other oil derivatives,9.17222761815832e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by biomass and waste,0.3180051883099911,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LT,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by coal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by gas,0.6200537747806067,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by hydro,0.00025685582524958406,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by wind,0.03546299284524487,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by petroleum and other oil derivatives,0.0066350975684021755,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by biomass and waste,1.919298161380002,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by solar photovoltaic,8.361622639948513e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LU,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by coal,0.0011876590355820872,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by gas,0.017333769820141242,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by hydro,0.029362811240477484,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by wind,0.0344969255205217,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by petroleum and other oil derivatives,0.0003220531517797222,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by biomass and waste,2.3884879446715837,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,LV,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by coal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by gas,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by hydro,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by petroleum and other oil derivatives,1.9802958741442658,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by biomass and waste,7.525366853649126,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MT,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by coal,10.190339351274309,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by gas,1.704160139119769,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by nuclear,0.22509842118516726,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by hydro,0.024836857022818105,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by wind,1.470394635162987,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by petroleum and other oil derivatives,0.004471389059665832,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by biomass and waste,0.07702817575235767,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by solar photovoltaic,7.55223806137458,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by solar thermal,46089137.83131892,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,"Production of electricity by tide, wave, ocean",207857308.73344377,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity by Geothermal,9814.391425637768,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NL,Activity,Production of electricity nec,0.032582732201896177,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by coal,0.19544794346811198,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by gas,0.05706826626765402,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by hydro,1.1750990642104568,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by wind,25.04020678253159,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by petroleum and other oil derivatives,0.4109731109178571,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by biomass and waste,0.5210625264943227,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PL,Activity,Production of electricity nec,0.003449646231610433,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by coal,6.345568465635843,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by gas,1.116262115540192,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by hydro,2.772270462990813e-06,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by wind,0.004117585740414056,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by petroleum and other oil derivatives,1.0429214369912216,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by biomass and waste,0.0746910503471273,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by solar photovoltaic,5.379066478478401,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity by Geothermal,5.95732780862636e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,PT,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by coal,6.531171852068643,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by gas,0.06546468383848714,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by nuclear,0.002760825064387116,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by hydro,0.029038100238211358,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by wind,0.09666855019334308,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by petroleum and other oil derivatives,0.04666376955113477,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by biomass and waste,13.971740042220832,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by solar photovoltaic,14.56853602159752,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RO,Activity,Production of electricity nec,1.5204909236922552,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by coal,0.22674888831068746,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by gas,0.5588321212003762,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by nuclear,0.020957340346490015,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by hydro,0.17483520441530595,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by wind,2.6856831084715163,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by petroleum and other oil derivatives,0.28649054501582855,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by biomass and waste,0.28509401111148747,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by solar photovoltaic,1.3013561974982977,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SE,Activity,Production of electricity nec,15.152979523235775,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by coal,0.007149351893810733,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by gas,0.20099824618465562,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by nuclear,0.006584602705746886,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by hydro,0.09334239331479328,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by petroleum and other oil derivatives,0.8707900789395737,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by biomass and waste,0.07801845239690264,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SI,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by coal,1.2923290946292874e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by gas,0.28024629933991946,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by hydro,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by petroleum and other oil derivatives,7.687706294805743e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by biomass and waste,0.1077387288988238,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by solar photovoltaic,0.29560106137929754,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,SK,Activity,Production of electricity nec,0.000307753975517062,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by coal,6.947441672016155,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by gas,1.1805330623215322,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by nuclear,0.0027570988149919905,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by hydro,0.045220734394900645,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by wind,3.2043235158444,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by petroleum and other oil derivatives,0.9805684049156643,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by biomass and waste,1.3859705808460119,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by solar photovoltaic,15.992813760922402,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,GB,Activity,Production of electricity nec,0.9788840254290059,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by coal,12.83553663413851,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by gas,13.262151570065301,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by nuclear,0.009550002562776903,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by hydro,0.06792808551365817,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by wind,0.024931863739661105,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by petroleum and other oil derivatives,5.058545154341384,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by biomass and waste,4.297902200575352,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by solar photovoltaic,5.309456814826987,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by solar thermal,0.0172444936611705,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity by Geothermal,0.011531965339552867,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,US,Activity,Production of electricity nec,0.3874950231948647,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,JP,Activity,Production of electricity by coal,6.160540032333635,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,JP,Activity,Production of electricity by gas,5.599887618604017,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,JP,Activity,Production of electricity by nuclear,1.1339037071247482e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,JP,Activity,Production of electricity by hydro,0.001449991745050093,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,JP,Activity,Production of electricity by wind,0.00900939035532387,Activity
